Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-01-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-66.88,GBP,,monthly,,21/01/2024,2024,1,2024-01
2024-01-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-59.93,GBP,,monthly,,21/01/2024,2024,1,2024-01
2024-01-21T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-16.885,GBP,,monthly,,21/01/2024,2024,1,2024-01
2024-01-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-100.68,GBP,,monthly,,21/01/2024,2024,1,2024-01
2024-01-22T17:07:37+00:00,Monthly,Expense,Bills & Fees,-45.891,GBP,,monthly,,22/01/2024,2024,1,2024-01
2024-01-23T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-5.544,GBP,,time to time,,23/01/2024,2024,1,2024-01
2024-01-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-11.728,GBP,,monthly,,23/01/2024,2024,1,2024-01
2024-01-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-63.998,GBP,,monthly,,24/01/2024,2024,1,2024-01
2024-01-24T17:07:37+00:00,Monthly,Expense,Eating out/take away,-113.964,GBP,,monthly,,24/01/2024,2024,1,2024-01
2024-01-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-66.492,GBP,,monthly,,24/01/2024,2024,1,2024-01
2024-01-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-47.531,GBP,,monthly,,25/01/2024,2024,1,2024-01
2024-01-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-25.45,GBP,,monthly,,25/01/2024,2024,1,2024-01
2024-01-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-33.22,GBP,,monthly,,25/01/2024,2024,1,2024-01
2024-01-25T17:07:37+00:00,Monthly,Expense,Healthcare,-4.048,GBP,,monthly,,25/01/2024,2024,1,2024-01
2024-01-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-44.343,GBP,,monthly,,26/01/2024,2024,1,2024-01
2024-01-27T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-4.95,GBP,,time to time,,27/01/2024,2024,1,2024-01
2024-01-27T17:07:37+00:00,Monthly,Expense,Food & Drink,-117.804,GBP,,monthly,,27/01/2024,2024,1,2024-01
2024-01-28T17:07:37+00:00,Monthly,Expense,Home,-60.05,GBP,,monthly,,28/01/2024,2024,1,2024-01
2024-01-28T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-68.365,GBP,,monthly,,28/01/2024,2024,1,2024-01
2024-01-28T17:07:37+00:00,Monthly,Expense,Bills & Fees,-49.048,GBP,,monthly,,28/01/2024,2024,1,2024-01
2024-01-01T17:07:37+00:00,Monthly,Income,Salary,2046.0,GBP,,monthly,,01/01/2024,2024,1,2024-01
2024-01-15T09:29:26+00:00,Monthly,Income,Other,67.0,GBP,Energy rebate,Time to time,,15/01/2024,2024,1,2024-01
